cancer_type,normalization,batch_num,status,start_time,end_time,duration_seconds,error_message
SKCM,TC,16,success,2026-01-21T19:14:48.014322,2026-01-21T19:15:07.071662,19.05734,
SKCM,TC,17,success,2026-01-21T19:15:07.072925,2026-01-21T19:15:26.072197,18.999272,
SKCM,TC,18,success,2026-01-21T19:15:26.073433,2026-01-21T19:15:45.116086,19.042653,
SKCM,TC,19,success,2026-01-21T19:15:45.117289,2026-01-21T19:16:04.278610,19.161321,
SKCM,TC,20,success,2026-01-21T19:16:04.279865,2026-01-21T19:16:23.335878,19.056013,
SKCM,DESeq,1,success,2026-01-21T19:16:23.337137,2026-01-21T19:16:42.432620,19.095483,
SKCM,DESeq,2,success,2026-01-21T19:16:42.433830,2026-01-21T19:17:01.460922,19.027092,
SKCM,DESeq,3,success,2026-01-21T19:17:01.462005,2026-01-21T19:17:20.597629,19.135624,
SKCM,DESeq,4,success,2026-01-21T19:17:20.598908,2026-01-21T19:17:39.791513,19.192605,
SKCM,DESeq,5,success,2026-01-21T19:17:39.792759,2026-01-21T19:17:58.779384,18.986625,
SKCM,DESeq,6,success,2026-01-21T19:17:58.780564,2026-01-21T19:18:17.883323,19.102759,
SKCM,DESeq,7,success,2026-01-21T19:18:17.884411,2026-01-21T19:18:37.304562,19.420151,
SKCM,DESeq,8,success,2026-01-21T19:18:37.306020,2026-01-21T19:18:42.037704,4.731684,
SKCM,DESeq,9,success,2026-01-21T19:18:42.038820,2026-01-21T19:19:01.153753,19.114933,
SKCM,DESeq,10,success,2026-01-21T19:19:01.154884,2026-01-21T19:19:20.389452,19.234568,
SKCM,DESeq,11,success,2026-01-21T19:19:20.390610,2026-01-21T19:19:39.614203,19.223593,
SKCM,DESeq,12,success,2026-01-21T19:19:39.615341,2026-01-21T19:19:58.768038,19.152697,
SKCM,DESeq,13,success,2026-01-21T19:19:58.769603,2026-01-21T19:20:17.934081,19.164478,
SKCM,DESeq,14,success,2026-01-21T19:20:17.935176,2026-01-21T19:20:37.101219,19.166043,
SKCM,DESeq,15,success,2026-01-21T19:20:37.102375,2026-01-21T19:20:56.625954,19.523579,
SKCM,DESeq,16,success,2026-01-21T19:20:56.627498,2026-01-21T19:21:16.944441,20.316943,
SKCM,DESeq,17,success,2026-01-21T19:21:16.945532,2026-01-21T19:21:36.223723,19.278191,
SKCM,DESeq,18,success,2026-01-21T19:21:36.224925,2026-01-21T19:21:55.482138,19.257213,
SKCM,DESeq,19,success,2026-01-21T19:21:55.483239,2026-01-21T19:22:14.740348,19.257109,
SKCM,DESeq,20,success,2026-01-21T19:22:14.741611,2026-01-21T19:22:34.034530,19.292919,
